County,Inspection Date,Owner Name,Trade Name,Street,City,State Code,Zip Code,Deficiency Number,Deficiency Description,Location 1
Queens,04/25/2017,YAILIN FOOD CORP,KARINA GROCERY,188-19 JAMAICA AVE,HOLLIS,NY,11423,11D,"Locker or dressing rooms are not segregated from food areas, clean or orderly","188 19 JAMAICA AVE
HOLLIS, NY 11423
"
Queens,04/25/2017,YAILIN FOOD CORP,KARINA GROCERY,188-19 JAMAICA AVE,HOLLIS,NY,11423,12E,"Food displays are improperly constructed, maintained or supervised","188 19 JAMAICA AVE
HOLLIS, NY 11423
"
Queens,04/25/2017,YAILIN FOOD CORP,KARINA GROCERY,188-19 JAMAICA AVE,HOLLIS,NY,11423,15A,"Food contact equipment, utensils or conveyances: contact surfaces unclean or not properly sanitized","188 19 JAMAICA AVE
HOLLIS, NY 11423
"
Queens,04/25/2017,YAILIN FOOD CORP,KARINA GROCERY,188-19 JAMAICA AVE,HOLLIS,NY,11423,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","188 19 JAMAICA AVE
HOLLIS, NY 11423
"
Queens,04/25/2017,YAILIN FOOD CORP,KARINA GROCERY,188-19 JAMAICA AVE,HOLLIS,NY,11423,15E,Unused equipment or materials improperly stored or in an unclean condition,"188 19 JAMAICA AVE
HOLLIS, NY 11423
"
Queens,04/25/2017,YAILIN FOOD CORP,KARINA GROCERY,188-19 JAMAICA AVE,HOLLIS,NY,11423,15F,Storage cabinets or shelves are not clean or in good repair,"188 19 JAMAICA AVE
HOLLIS, NY 11423
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,02A,Rodent defiled foods or ingredients,"45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,09A,Handwashing facilities improperly installed or maintained,"45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,09C,"Toilet facilities improperly installed, equipped or maintained","45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,09E,Lighting or ventilation is inadequate,"45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,09F,"Cleaning or sanitizing equipment, materials or agents are not available, suitable or properly stored","45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,09G,Sanitizing test devices not in use where required,"45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,10A,Exterior of unsuitable construction or not in good physical repair,"45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,10B,Establishment has insufficient space to accommodate operations,"45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,11B," Not wearing clean outer garments, effective hair restraints or secure jewelry","45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,15A,"Food contact equipment, utensils or conveyances: contact surfaces unclean or not properly sanitized","45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,15D,Thermometers not provided where required,"45 01 104TH ST
CORONA, NY 11368
"
Queens,06/16/2017,SANCHEZ DELI&GROCERY CORP,SANCHEZ DELI&GROCERY,45-01 104TH ST,CORONA,NY,11368,16B,Outside premises or loading zones improperly maintained,"45 01 104TH ST
CORONA, NY 11368
"
Queens,03/21/2017,ME-ME SUPERMARKET INC,ASSOCIATED,21-15 BROADWAY,ASTORIA,NY,11106,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"21 15
ASTORIA, NY 11106
"
Queens,03/21/2017,ME-ME SUPERMARKET INC,ASSOCIATED,21-15 BROADWAY,ASTORIA,NY,11106,09A,Handwashing facilities improperly installed or maintained,"21 15
ASTORIA, NY 11106
"
Queens,03/21/2017,ME-ME SUPERMARKET INC,ASSOCIATED,21-15 BROADWAY,ASTORIA,NY,11106,09E,Lighting or ventilation is inadequate,"21 15
ASTORIA, NY 11106
"
Queens,03/21/2017,ME-ME SUPERMARKET INC,ASSOCIATED,21-15 BROADWAY,ASTORIA,NY,11106,10B,Establishment has insufficient space to accommodate operations,"21 15
ASTORIA, NY 11106
"
Queens,03/21/2017,ME-ME SUPERMARKET INC,ASSOCIATED,21-15 BROADWAY,ASTORIA,NY,11106,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","21 15
ASTORIA, NY 11106
"
Queens,03/21/2017,ME-ME SUPERMARKET INC,ASSOCIATED,21-15 BROADWAY,ASTORIA,NY,11106,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","21 15
ASTORIA, NY 11106
"
Onondaga,05/03/2017,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0377,797 W GENESEE ST,SKANEATELES,NY,13152,06B,Potentially hazardous foods are not stored at safe temperatures,"797 W GENESEE ST
SKANEATELES, NY 13152
"
Onondaga,05/03/2017,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0377,797 W GENESEE ST,SKANEATELES,NY,13152,09A,Handwashing facilities improperly installed or maintained,"797 W GENESEE ST
SKANEATELES, NY 13152
"
Onondaga,05/03/2017,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0377,797 W GENESEE ST,SKANEATELES,NY,13152,09E,Lighting or ventilation is inadequate,"797 W GENESEE ST
SKANEATELES, NY 13152
"
Onondaga,05/03/2017,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0377,797 W GENESEE ST,SKANEATELES,NY,13152,10A,Exterior of unsuitable construction or not in good physical repair,"797 W GENESEE ST
SKANEATELES, NY 13152
"
Oneida,05/25/2017,AVICO DISTRIBUTING INC,AVICO,729 BROAD ST,UTICA,NY,13501,15F,Storage cabinets or shelves are not clean or in good repair,"729 BROAD ST
UTICA, NY 13501
(43.099958, -75.214211)"
Oneida,05/25/2017,AVICO DISTRIBUTING INC,AVICO,729 BROAD ST,UTICA,NY,13501,15G,"Packaging materials unclean, improperly stored or handled in an insanitary manner","729 BROAD ST
UTICA, NY 13501
(43.099958, -75.214211)"
Oneida,05/25/2017,AVICO DISTRIBUTING INC,AVICO,729 BROAD ST,UTICA,NY,13501,15H,"Air system or transfer lines are not clean, properly constructed or in good repair","729 BROAD ST
UTICA, NY 13501
(43.099958, -75.214211)"
Oneida,05/25/2017,AVICO DISTRIBUTING INC,AVICO,729 BROAD ST,UTICA,NY,13501,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","729 BROAD ST
UTICA, NY 13501
(43.099958, -75.214211)"
Oneida,05/25/2017,AVICO DISTRIBUTING INC,AVICO,729 BROAD ST,UTICA,NY,13501,16D,Morgue area or bottle return area improperly maintained,"729 BROAD ST
UTICA, NY 13501
(43.099958, -75.214211)"
Onondaga,05/03/2017,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0377,797 W GENESEE ST,SKANEATELES,NY,13152,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","797 W GENESEE ST
SKANEATELES, NY 13152
"
Onondaga,05/03/2017,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0377,797 W GENESEE ST,SKANEATELES,NY,13152,12E,"Food displays are improperly constructed, maintained or supervised","797 W GENESEE ST
SKANEATELES, NY 13152
"
Onondaga,05/03/2017,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0377,797 W GENESEE ST,SKANEATELES,NY,13152,15C,"Food equipment improperly designed, constructed or maintained","797 W GENESEE ST
SKANEATELES, NY 13152
"
Onondaga,05/03/2017,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0377,797 W GENESEE ST,SKANEATELES,NY,13152,15F,Storage cabinets or shelves are not clean or in good repair,"797 W GENESEE ST
SKANEATELES, NY 13152
"
Onondaga,05/03/2017,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0377,797 W GENESEE ST,SKANEATELES,NY,13152,16B,Outside premises or loading zones improperly maintained,"797 W GENESEE ST
SKANEATELES, NY 13152
"
Onondaga,06/06/2017,SONBYRNE SALES INC,BYRNE DAIRY STORE 65,175 RT 5 W,ELBRIDGE,NY,13060,04G,Evidence of leakage or backup  in sewage lines,"175 RT
ELBRIDGE, NY 13060
"
Onondaga,06/06/2017,SONBYRNE SALES INC,BYRNE DAIRY STORE 65,175 RT 5 W,ELBRIDGE,NY,13060,09A,Handwashing facilities improperly installed or maintained,"175 RT
ELBRIDGE, NY 13060
"
Onondaga,06/06/2017,SONBYRNE SALES INC,BYRNE DAIRY STORE 65,175 RT 5 W,ELBRIDGE,NY,13060,10A,Exterior of unsuitable construction or not in good physical repair,"175 RT
ELBRIDGE, NY 13060
"
Onondaga,06/06/2017,SONBYRNE SALES INC,BYRNE DAIRY STORE 65,175 RT 5 W,ELBRIDGE,NY,13060,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","175 RT
ELBRIDGE, NY 13060
"
Onondaga,06/06/2017,SONBYRNE SALES INC,BYRNE DAIRY STORE 65,175 RT 5 W,ELBRIDGE,NY,13060,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","175 RT
ELBRIDGE, NY 13060
"
Onondaga,06/06/2017,SONBYRNE SALES INC,BYRNE DAIRY STORE 65,175 RT 5 W,ELBRIDGE,NY,13060,12B,"Food or ingredient storage containers are not clean, covered or properly identified","175 RT
ELBRIDGE, NY 13060
"
Onondaga,06/06/2017,SONBYRNE SALES INC,BYRNE DAIRY STORE 65,175 RT 5 W,ELBRIDGE,NY,13060,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","175 RT
ELBRIDGE, NY 13060
"
Onondaga,06/06/2017,SONBYRNE SALES INC,BYRNE DAIRY STORE 65,175 RT 5 W,ELBRIDGE,NY,13060,15F,Storage cabinets or shelves are not clean or in good repair,"175 RT
ELBRIDGE, NY 13060
"
Putnam,04/12/2017,A&S MINI MART INC,A&S MINI MART,837 RT 6 P O BOX 689,MAHOPAC,NY,10541,06B,Potentially hazardous foods are not stored at safe temperatures,"837 RT
MAHOPAC, NY 10541
"
Putnam,04/12/2017,A&S MINI MART INC,A&S MINI MART,837 RT 6 P O BOX 689,MAHOPAC,NY,10541,13D,Article 28 posting requirements are not met,"837 RT
MAHOPAC, NY 10541
"
Putnam,04/12/2017,A&S MINI MART INC,A&S MINI MART,837 RT 6 P O BOX 689,MAHOPAC,NY,10541,15F,Storage cabinets or shelves are not clean or in good repair,"837 RT
MAHOPAC, NY 10541
"
Rockland,06/13/2017,BHATTI TRADERS INC,BHATTI TRADERS,315 W RT 59,NANUET,NY,10954,04H,Equipment cleaning or sanitizing facilities inadequate for establishments handling potentially hazardous foods,"315 W RT
NANUET, NY 10954
"
Rockland,06/13/2017,BHATTI TRADERS INC,BHATTI TRADERS,315 W RT 59,NANUET,NY,10954,06B,Potentially hazardous foods are not stored at safe temperatures,"315 W RT
NANUET, NY 10954
"
Rockland,06/13/2017,BHATTI TRADERS INC,BHATTI TRADERS,315 W RT 59,NANUET,NY,10954,09A,Handwashing facilities improperly installed or maintained,"315 W RT
NANUET, NY 10954
"
Rockland,06/13/2017,BHATTI TRADERS INC,BHATTI TRADERS,315 W RT 59,NANUET,NY,10954,09C,"Toilet facilities improperly installed, equipped or maintained","315 W RT
NANUET, NY 10954
"
Rockland,06/13/2017,BHATTI TRADERS INC,BHATTI TRADERS,315 W RT 59,NANUET,NY,10954,09G,Sanitizing test devices not in use where required,"315 W RT
NANUET, NY 10954
"
Rockland,06/13/2017,BHATTI TRADERS INC,BHATTI TRADERS,315 W RT 59,NANUET,NY,10954,10B,Establishment has insufficient space to accommodate operations,"315 W RT
NANUET, NY 10954
"
Rockland,06/13/2017,BHATTI TRADERS INC,BHATTI TRADERS,315 W RT 59,NANUET,NY,10954,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","315 W RT
NANUET, NY 10954
"
Rockland,06/13/2017,BHATTI TRADERS INC,BHATTI TRADERS,315 W RT 59,NANUET,NY,10954,15F,Storage cabinets or shelves are not clean or in good repair,"315 W RT
NANUET, NY 10954
"
St. Lawrence,06/27/2017,DOLGENCORP OF NEW YORK INC,DOLLAR GENERAL 9558,7669 STATE HWY 68,OGDENSBURG,NY,13669,04H,Equipment cleaning or sanitizing facilities inadequate for establishments handling potentially hazardous foods,"7669 STATE HWY
OGDENSBURG, NY 13669
"
St. Lawrence,06/27/2017,DOLGENCORP OF NEW YORK INC,DOLLAR GENERAL 9558,7669 STATE HWY 68,OGDENSBURG,NY,13669,09F,"Cleaning or sanitizing equipment, materials or agents are not available, suitable or properly stored","7669 STATE HWY
OGDENSBURG, NY 13669
"
St. Lawrence,06/27/2017,DOLGENCORP OF NEW YORK INC,DOLLAR GENERAL 9558,7669 STATE HWY 68,OGDENSBURG,NY,13669,15G,"Packaging materials unclean, improperly stored or handled in an insanitary manner","7669 STATE HWY
OGDENSBURG, NY 13669
"
Tioga,05/18/2017,REILLY BROTHERS SEAFOOD INC,CENTERPORT CLAM,12773 RT 38 PO BOX 162,BERKSHIRE,NY,13736,05B,Critical Processing or Salvaging Parameters are not met,"12773 RT
BERKSHIRE, NY 13736
"
Tioga,05/18/2017,REILLY BROTHERS SEAFOOD INC,CENTERPORT CLAM,12773 RT 38 PO BOX 162,BERKSHIRE,NY,13736,09D,"Plumbing or sinks not properly sized, installed or maintained: equipment or floors not properly drained","12773 RT
BERKSHIRE, NY 13736
"
Tioga,05/18/2017,REILLY BROTHERS SEAFOOD INC,CENTERPORT CLAM,12773 RT 38 PO BOX 162,BERKSHIRE,NY,13736,10A,Exterior of unsuitable construction or not in good physical repair,"12773 RT
BERKSHIRE, NY 13736
"
Tioga,05/18/2017,REILLY BROTHERS SEAFOOD INC,CENTERPORT CLAM,12773 RT 38 PO BOX 162,BERKSHIRE,NY,13736,12F,Improper thawing procedures are utilized,"12773 RT
BERKSHIRE, NY 13736
"
Tioga,05/18/2017,REILLY BROTHERS SEAFOOD INC,CENTERPORT CLAM,12773 RT 38 PO BOX 162,BERKSHIRE,NY,13736,14A,Evidence of rodents observed (not likely to result in product contamination),"12773 RT
BERKSHIRE, NY 13736
"
Tioga,05/18/2017,REILLY BROTHERS SEAFOOD INC,CENTERPORT CLAM,12773 RT 38 PO BOX 162,BERKSHIRE,NY,13736,15A,"Food contact equipment, utensils or conveyances: contact surfaces unclean or not properly sanitized","12773 RT
BERKSHIRE, NY 13736
"
Tioga,05/18/2017,REILLY BROTHERS SEAFOOD INC,CENTERPORT CLAM,12773 RT 38 PO BOX 162,BERKSHIRE,NY,13736,15F,Storage cabinets or shelves are not clean or in good repair,"12773 RT
BERKSHIRE, NY 13736
"
Tioga,05/18/2017,REILLY BROTHERS SEAFOOD INC,CENTERPORT CLAM,12773 RT 38 PO BOX 162,BERKSHIRE,NY,13736,15G,"Packaging materials unclean, improperly stored or handled in an insanitary manner","12773 RT
BERKSHIRE, NY 13736
"
Tioga,05/18/2017,REILLY BROTHERS SEAFOOD INC,CENTERPORT CLAM,12773 RT 38 PO BOX 162,BERKSHIRE,NY,13736,16A,"Chemicals or pesticides improperly labeled, stored or handled","12773 RT
BERKSHIRE, NY 13736
"
Tioga,05/18/2017,REILLY BROTHERS SEAFOOD INC,CENTERPORT CLAM,12773 RT 38 PO BOX 162,BERKSHIRE,NY,13736,16B,Outside premises or loading zones improperly maintained,"12773 RT
BERKSHIRE, NY 13736
"
Tioga,06/26/2017,MIRABITO HOLDINGS INC,QUICKWAY 13,MAIN ST PO BOX 10,RICHFORD,NY,13835,02D,Other adulterated/unfit foods or ingredients,"10 RICHFORD
NY 13835
"
Tioga,06/26/2017,MIRABITO HOLDINGS INC,QUICKWAY 13,MAIN ST PO BOX 10,RICHFORD,NY,13835,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","10 RICHFORD
NY 13835
"
Tioga,06/26/2017,MIRABITO HOLDINGS INC,QUICKWAY 13,MAIN ST PO BOX 10,RICHFORD,NY,13835,06B,Potentially hazardous foods are not stored at safe temperatures,"10 RICHFORD
NY 13835
"
Tioga,06/26/2017,MIRABITO HOLDINGS INC,QUICKWAY 13,MAIN ST PO BOX 10,RICHFORD,NY,13835,09E,Lighting or ventilation is inadequate,"10 RICHFORD
NY 13835
"
Tioga,06/26/2017,MIRABITO HOLDINGS INC,QUICKWAY 13,MAIN ST PO BOX 10,RICHFORD,NY,13835,09G,Sanitizing test devices not in use where required,"10 RICHFORD
NY 13835
"
Tioga,06/26/2017,MIRABITO HOLDINGS INC,QUICKWAY 13,MAIN ST PO BOX 10,RICHFORD,NY,13835,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","10 RICHFORD
NY 13835
"
Tioga,06/26/2017,MIRABITO HOLDINGS INC,QUICKWAY 13,MAIN ST PO BOX 10,RICHFORD,NY,13835,11C,"Eating, drinking or use of tobacco in exposed food areas","10 RICHFORD
NY 13835
"
Tioga,06/26/2017,MIRABITO HOLDINGS INC,QUICKWAY 13,MAIN ST PO BOX 10,RICHFORD,NY,13835,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","10 RICHFORD
NY 13835
"
Tioga,06/26/2017,MIRABITO HOLDINGS INC,QUICKWAY 13,MAIN ST PO BOX 10,RICHFORD,NY,13835,12F,Improper thawing procedures are utilized,"10 RICHFORD
NY 13835
"
Tioga,06/26/2017,MIRABITO HOLDINGS INC,QUICKWAY 13,MAIN ST PO BOX 10,RICHFORD,NY,13835,15A,"Food contact equipment, utensils or conveyances: contact surfaces unclean or not properly sanitized","10 RICHFORD
NY 13835
"
Ulster,06/02/2017,NEGLIA VINCENT,VINNIES FARM MARKET,3689 RT 32,SAUGERTIES,NY,12477,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","3689 RT
SAUGERTIES, NY 12477
"
Ulster,06/02/2017,NEGLIA VINCENT,VINNIES FARM MARKET,3689 RT 32,SAUGERTIES,NY,12477,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","3689 RT
SAUGERTIES, NY 12477
"
Ulster,06/02/2017,NEGLIA VINCENT,VINNIES FARM MARKET,3689 RT 32,SAUGERTIES,NY,12477,12B,"Food or ingredient storage containers are not clean, covered or properly identified","3689 RT
SAUGERTIES, NY 12477
"
Ulster,06/02/2017,NEGLIA VINCENT,VINNIES FARM MARKET,3689 RT 32,SAUGERTIES,NY,12477,15C,"Food equipment improperly designed, constructed or maintained","3689 RT
SAUGERTIES, NY 12477
"
Ulster,01/10/2017,LA BELLA PASTA INC,LA BELLA PASTA,906 RT 28 PO BOX 327 #,WEST HURLEY,NY,12491,05B,Critical Processing or Salvaging Parameters are not met,"906 RT
WEST HURLEY, NY 12491
"
Ulster,01/10/2017,LA BELLA PASTA INC,LA BELLA PASTA,906 RT 28 PO BOX 327 #,WEST HURLEY,NY,12491,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","906 RT
WEST HURLEY, NY 12491
"
Ulster,01/10/2017,LA BELLA PASTA INC,LA BELLA PASTA,906 RT 28 PO BOX 327 #,WEST HURLEY,NY,12491,13D,Article 28 posting requirements are not met,"906 RT
WEST HURLEY, NY 12491
"
Ulster,01/10/2017,LA BELLA PASTA INC,LA BELLA PASTA,906 RT 28 PO BOX 327 #,WEST HURLEY,NY,12491,15D,Thermometers not provided where required,"906 RT
WEST HURLEY, NY 12491
"
Warren,03/28/2017,SWEET ROAD BAKERS INC,GAMBLES BAKERY,920 US 9,QUEENSBURY,NY,12804,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","920 US
QUEENSBURY, NY 12804
"
Warren,03/28/2017,SWEET ROAD BAKERS INC,GAMBLES BAKERY,920 US 9,QUEENSBURY,NY,12804,09D,"Plumbing or sinks not properly sized, installed or maintained: equipment or floors not properly drained","920 US
QUEENSBURY, NY 12804
"
Warren,03/28/2017,SWEET ROAD BAKERS INC,GAMBLES BAKERY,920 US 9,QUEENSBURY,NY,12804,09E,Lighting or ventilation is inadequate,"920 US
QUEENSBURY, NY 12804
"
Warren,03/28/2017,SWEET ROAD BAKERS INC,GAMBLES BAKERY,920 US 9,QUEENSBURY,NY,12804,10A,Exterior of unsuitable construction or not in good physical repair,"920 US
QUEENSBURY, NY 12804
"
Warren,03/28/2017,SWEET ROAD BAKERS INC,GAMBLES BAKERY,920 US 9,QUEENSBURY,NY,12804,10B,Establishment has insufficient space to accommodate operations,"920 US
QUEENSBURY, NY 12804
"
Warren,03/28/2017,SWEET ROAD BAKERS INC,GAMBLES BAKERY,920 US 9,QUEENSBURY,NY,12804,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","920 US
QUEENSBURY, NY 12804
"
Warren,03/28/2017,SWEET ROAD BAKERS INC,GAMBLES BAKERY,920 US 9,QUEENSBURY,NY,12804,12B,"Food or ingredient storage containers are not clean, covered or properly identified","920 US
QUEENSBURY, NY 12804
"
Warren,03/28/2017,SWEET ROAD BAKERS INC,GAMBLES BAKERY,920 US 9,QUEENSBURY,NY,12804,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","920 US
QUEENSBURY, NY 12804
"
Warren,03/28/2017,SWEET ROAD BAKERS INC,GAMBLES BAKERY,920 US 9,QUEENSBURY,NY,12804,15C,"Food equipment improperly designed, constructed or maintained","920 US
QUEENSBURY, NY 12804
"
Warren,03/28/2017,SWEET ROAD BAKERS INC,GAMBLES BAKERY,920 US 9,QUEENSBURY,NY,12804,15F,Storage cabinets or shelves are not clean or in good repair,"920 US
QUEENSBURY, NY 12804
"
Warren,03/28/2017,SWEET ROAD BAKERS INC,GAMBLES BAKERY,920 US 9,QUEENSBURY,NY,12804,16A,"Chemicals or pesticides improperly labeled, stored or handled","920 US
QUEENSBURY, NY 12804
"
